locale,variant,ISO639.1,ISO639.2T,ISO639.2B,ISO639.3,ISO639.6,wikipedia,other,autonym,en,fr,de,ru,es,it,zh,ISO639.3_macro,scope,type,family,retired,wikipedia_url,notes
,,,,,rbb,,,,,rumai palaung,,,,,,德昂语汝买方言,,individual,living,,FALSE,,
,,,,,rbk,,,,,northern bontok,,,,,,,bnc,individual,living,,FALSE,,
,,,,,rbl,,,,,miraya bikol,,,,,,,bik,individual,living,,FALSE,,
,,,,,rbp,,,,,barababaraba,,,,,,,,individual,extinct,,FALSE,,
,,,,,rdb,,,,,rudbari,,,,,,,,individual,living,,FALSE,,
,,,,,rea,,,,,rerau,,,,,,,,individual,living,,FALSE,,
,,,,,reb,,,,,rembong,,,,,,,,individual,living,,FALSE,,
,,,,,ree,,,,,rejang kayan,,,,,,,,individual,living,,FALSE,,
,,,,,reg,,,,,kara (tanzania),,,,,,,,individual,living,,FALSE,,
,,,,,rei,,,,,reli,,,,,,,,individual,living,,FALSE,,
,,,,,rej,,,,,rejang,,rejang,,,,,,individual,living,,FALSE,,
,,,,,rel,,,,,rendille,,,,,,,,individual,living,,FALSE,,
,,,,,rem,,,,,remo,,,,remo,,,,individual,extinct,,FALSE,,
,,,,,ren,,,,,rengao,,,,,,楞高语,,individual,living,,FALSE,,
,,,,,rer,,,,,rer bare,,,,,,,,individual,extinct,,FALSE,,
,,,,,res,,,,,reshe,,,,,,,,individual,living,,FALSE,,
,,,,,ret,,,,,retta,,,,,,,,individual,living,,FALSE,,
,,,,,rey,,,,,reyesano,,,,,,,,individual,living,,FALSE,,
,,,,,rga,,,,,roria,,,,,,,,individual,living,,FALSE,,
,,,,,rge,,,,,romano-greek,,,,,,,,individual,living,,FALSE,,
,,,,,rgk,,,,,rangkas,,,,,,,,individual,extinct,,FALSE,,
,,,,,rgn,,,,rumagnòl,romagnol,romagnol,romagnol,романьольский,romañol,,,,individual,living,,FALSE,,
,,,,,rgr,,,,,resígaro,,,,,,,,individual,living,,FALSE,,
,,,,,rgs,,,,,southern roglai,,,,,,,,individual,living,,FALSE,,
,,,,,rgu,,,,,ringgou,,,,,,,,individual,living,,FALSE,,
,,,,,rhg,,,,,rohingya,,,,,,,,individual,living,,FALSE,,
,,,,,rhp,,,,,yahang,,,,,,,,individual,living,,FALSE,,
,,,,,ria,,,,,riang (india),,,,,,,,individual,living,,FALSE,,
,,,,,rie,,,,,rien,,,,,,,,individual,living,,FALSE,,
,,,,,rif,,,,,tarifit,rifain,,,,,,,individual,living,,FALSE,,
,,,,,ril,,,,,riang (myanmar),,,,,,德昂语梁方言,,individual,living,,FALSE,,
,,,,,rim,,,,,nyaturu,,,,,,,,individual,living,,FALSE,,
,,,,,rin,,,,,nungu,,,,,,,,individual,living,,FALSE,,
,,,,,rir,,,,,ribun,,,,,,,,individual,living,,FALSE,,
,,,,,rit,,,,,ritarungo,,,,,,,,individual,living,,FALSE,,
,,,,,riu,,,,,riung,,,,,,,,individual,living,,FALSE,,
,,,,,rjg,,,,,rajong,,,,,,,,individual,living,,FALSE,,
,,,,,rji,,,,,raji,,,,,,,,individual,living,,FALSE,,
,,,,,rjs,,,,,rajbanshi,,,,,,,,individual,living,,FALSE,,
,,,,,rka,,,,,kraol,,,,,,,,individual,living,,FALSE,,
,,,,,rkb,,,,,rikbaktsa,,,,,,,,individual,living,,FALSE,,
,,,,,rkh,,,,,rakahanga-manihiki,,,,,,,,individual,living,,FALSE,,
,,,,,rki,,,,,rakhine,,,,,,,,individual,living,,FALSE,,
,,,,,rkm,,,,,marka,,,,,,,,individual,living,,FALSE,,
,,,,,rkt,,,,,"rangpuri, kamta",,,,,,,,individual,living,,FALSE,,
,,,,,rkw,,,,,arakwal,,,,,,,,individual,extinct,,FALSE,,
,,,,,rma,,,,,rama,rama,,,rama,,,,individual,living,,FALSE,,
,,,,,rmb,,,,,rembarunga,,,,,,,,individual,living,,FALSE,,
,,,,,rmc,,,,,carpathian romani,,,,,,喀尔巴阡罗姆语,rom,individual,living,,FALSE,,
,,,,,rmd,,,,,traveller danish,,,,,,,,individual,extinct,,FALSE,,
,,,,,rme,,,,romanichal,angloromani,,,,,,,,individual,living,,FALSE,,
,,,,,rmf,,,,romanó kaló,kalo finnish romani,,,,,,,rom,individual,living,,FALSE,,
,,,,,rmg,,,,,traveller norwegian,,,,,,,,individual,living,,FALSE,,
,,,,,rmh,,,,,murkim,,,,,,,,individual,living,,FALSE,,
,,,,,rmi,,,,,lomavren,,,,,,,,individual,living,,FALSE,,
,,,,,rmk,,,,,romkun,,,,,,,,individual,living,,FALSE,,
,,,,,rml,,,,,baltic romani,,,,,,波罗的罗姆语,rom,individual,living,,FALSE,,
,,,,,rmm,,,,,roma,,,,,,,,individual,living,,FALSE,,
,,,,,rmn,,,,,balkan romani,,,,,,巴尔干罗姆语,rom,individual,living,,FALSE,,
,,,,,rmo,,,,sinto,sinte romani,,,,,,,rom,individual,living,,FALSE,,
,,,,,rmp,,,,,rempi,,,,,,,,individual,living,,FALSE,,
,,,,,rmq,,,,,caló,,,,,,,,individual,living,,FALSE,,
,,,,,rmr,,,,caló,caló,,caló,кало,caló,,,,individual,living,,TRUE,,
,,,,,rms,,,,,romanian sign language,,rumänische zeichensprache,,,,罗马尼亚手语,,individual,living,,FALSE,,
,,,,,rmt,,,,,domari,,,,,,,,individual,living,,FALSE,,
,,,,,rmu,,,,,tavringer romani,,,,,,,,individual,living,,FALSE,,
,,,,,rmv,,,,,romanova,,,,,,,,individual,constructed,,FALSE,,
,,,,,rmw,,,,,welsh romani,,,,,,威尔士罗姆语,rom,individual,living,,FALSE,,
,,,,,rmx,,,,,romam,,,,,,,,individual,living,,FALSE,,
,,,,,rmy,,rmy,,romani - रोमानी,"vlax romani, romani",,vlax romani,влах романи,,,,rom,individual,living,,FALSE,,
,,,,,rmz,,,,,marma,,,,,,,,individual,living,,FALSE,,
,,,,,rna,,,,,runa,,,,,,,,individual,extinct,,FALSE,,
,,,,,rnd,,,,,ruund,,,руунд,,,,,individual,living,,FALSE,,
,,,,,rng,,,,,ronga,,,ронга,,,,,individual,living,,FALSE,,
,,,,,rnl,,,,,ranglong,,,,,,,,individual,living,,FALSE,,
,,,,,rnn,,,,,roon,,,,,,,,individual,living,,FALSE,,
,,,,,rnp,,,,,rongpo,,,,,,,,individual,living,,FALSE,,
,,,,,rnr,,,,,nari nari,,,,,,,,individual,extinct,,FALSE,,
,,,,,rnw,,,,,rungwa,,,,,,,,individual,living,,FALSE,,
,,,,,rob,,,,,tae',,tae',таэ',,,,,individual,living,,FALSE,,
,,,,,roc,,,,,cacgia roglai,,,,,,,,individual,living,,FALSE,,
,,,,,rod,,,,,rogo,,,,,,,,individual,living,,FALSE,,
,,,,,roe,,,,,ronji,,,,,,,,individual,living,,FALSE,,
,,,,,rof,,,,,rombo,,,,,,,,individual,living,,FALSE,,
,,,,,rog,,,,,northern roglai,,,,,,,,individual,living,,FALSE,,
,,,,,rol,,,,,romblomanon,,,,,,,,individual,living,,FALSE,,
,,,,,roo,,,,,rotokas,,,,,,罗托卡特语,,individual,living,,FALSE,,
,,,,,rop,,,,,kriol,,,,,,澳大利亚克里奥尔语,,individual,living,,FALSE,,
,,,,,ror,,,,,rongga,,,,,,,,individual,living,,FALSE,,
,,,,,rou,,,,,runga,,,,,,,,individual,living,,FALSE,,
,,,,,row,,,,,dela-oenale,,,,,,,,individual,living,,FALSE,,
,,,,,rpn,,,,,repanbitip,,,,,,,,individual,living,,FALSE,,
,,,,,rpt,,,,,rapting,,,,,,,,individual,living,,FALSE,,
,,,,,rri,,,,,ririo,,ririo,,,,,,individual,living,,FALSE,,
,,,,,rro,,,,,waima,,roro,,,,,,individual,living,,FALSE,,
,,,,,rrt,,,,,arritinngithigh,,,,,,,,individual,extinct,,FALSE,,
,,,,,rsb,,,,,romano-serbian,,,,,,,,individual,living,,FALSE,,
,,,,,rsi,,,,,rennellese sign language,,,,,,伦内尔手语,,individual,living,,FALSE,,
,,,,,rsl,,,,,russian sign language,,russische zeichensprache,,,,俄罗斯手语,,individual,living,,FALSE,,
,,,,,rsm,,,,,miriwoong sign language,,,,,,,,individual,living,,,,
,,,,,rtc,,,,,rungtu chin,,,,,,,,individual,living,,FALSE,,
,,,,,rth,,,,,ratahan,,,,,,,,individual,living,,FALSE,,
,,,,,rtm,,,,,rotuman,,rotumanisch,,,,罗图马语,,individual,living,,FALSE,,
,,,,,rts,,,,,yurats,,,,,,,,individual,extinct,,,,
,,,,,rtw,,,,,rathawi,,,,,,,,individual,living,,FALSE,,
,,,,,rub,,,,,gungu,,,,,,,,individual,living,,FALSE,,
,,,,,ruc,,,,,"ruuli, ruli",,,,,,,,individual,living,,FALSE,,
,,,,,rue,,rue,,"русин, русиньскый",rusyn,rhuthène,russinisch,русинский,,,卢森尼亚语,,individual,living,,FALSE,,
,,,,,ruf,,,,,luguru,,,,,,,,individual,living,,FALSE,,
,,,,,rug,,,,,roviana,,roviana,,,,,,individual,living,,FALSE,,
,,,,,ruh,,,,,ruga,,,,,,,,individual,living,,FALSE,,
,,,,,rui,,,,,rufiji,,,,,,,,individual,living,,FALSE,,
,,,,,ruk,,,,,che,,,,,,,,individual,living,,FALSE,,
,,,,,ruo,,,,istroromånă,istro romanian,istrio-roumain,,истрорумынский,istrorrumano,,伊斯特拉-罗马尼亚语,,individual,living,,FALSE,,
,,,,,ruq,,,,meglenoromană,megleno romanian,mégléno-roumain,,мегленорумынский,meglenorrumano,,梅戈来诺-罗马尼亚语,,individual,living,,FALSE,,
,,,,,rut,,,,,rutul,routoul,,,rutul,,卢塔语,,individual,living,,FALSE,,
,,,,,ruu,,,,,lanas lobu,,,,,,,,individual,living,,FALSE,,
,,,,,ruy,,,,,mala (nigeria),,,,,,,,individual,living,,FALSE,,
,,,,,ruz,,,,,ruma,,,,,,,,individual,living,,FALSE,,
,,,,,rwa,,,,,rawo,,,,,,,,individual,living,,FALSE,,
,,,,,rwk,,,,,rwa,,,,,,,,individual,living,,FALSE,,
,,,,,rwm,,,,,amba (uganda),,,,,,,,individual,living,,FALSE,,
,,,,,rwo,,,,,rawa,,,,,,,,individual,living,,FALSE,,
,,,,,rwr,,,,,marwari (india),,,,,,,mwr,individual,living,,FALSE,,
,,,,,rxd,,,,,ngardi,,,,,,,,individual,living,,FALSE,,
,,,,,rxw,,,,,karuwali,,,,,,,,individual,extinct,,FALSE,,
,,,,,ryn,,,,,northern amami-oshima,,,,,,北奄美琉球语,,individual,living,,FALSE,,
,,,,,rys,,,,,yaeyama,,,,,,八重山琉球语,,individual,living,,FALSE,,
,,,,,ryu,,,,うちなーぐち,central okinawan,,,центрально-окинавский,,,琉球语,,individual,living,,FALSE,,
,,,,,rzh,,,,,"rāziḥī, razihi",,,,,,,,individual,living,,FALSE,,
,,,,,saa,,,,,saba,,,,,,,,individual,living,,FALSE,,
,,,,,sab,,,,,buglere,,,,,,,,individual,living,,FALSE,,
,,,,,sac,,,,,"meskwaki, mesquakie",,,,,,,,individual,living,,FALSE,,
,,,,,sae,,,,,"sabanê, sabanês",,,,,,,,individual,living,,FALSE,,
,,,,,saf,,,,,safaliba,,,,,,,,individual,living,,FALSE,,
,,,,,saj,,,,,sahu,,,,,,,,individual,living,,FALSE,,
,,,,,sak,,,,,sake,,,,,,,,individual,living,,FALSE,,
,,,,,sao,,,,,sause,,,,,,,,individual,living,,FALSE,,
,,,,,sap,,,,,sanapaná,,,,,,,,individual,living,,FALSE,,
,,,,,saq,,,,,samburu,,,,,,,,individual,living,,FALSE,,
,,,,,sar,,,,,saraveca,,,,,,,,individual,extinct,,FALSE,,
,,,,,sau,,,,,saleman,,,,,,,,individual,living,,FALSE,,
,,,,,sav,,,,,saafi-saafi,,,,,,,,individual,living,,FALSE,,
,,,,,saw,,,,,sawi,,,,,,,,individual,living,,FALSE,,
,,,,,sax,,,,,sa,,,,,,,,individual,living,,FALSE,,
,,,,,say,,,,,saya,,,,,,,,individual,living,,FALSE,,
,,,,,saz,,,,,saurashtra,,,,,,,,individual,living,,FALSE,,
,,,,,sba,,,,,ngambay,,,,,,,,individual,living,,FALSE,,
,,,,,sbb,,,,,simbo,,,,,,,,individual,living,,FALSE,,
,,,,,sbc,,,,,kele (papua new guinea),,,,,,,,individual,living,,FALSE,,
,,,,,sbd,,,,,southern samo,,,,,,,,individual,living,,FALSE,,
,,,,,sbe,,,,,saliba,,,,,,,,individual,living,,FALSE,,
,,,,,sbf,,,,,"chabu, shabo",,,,,,,,individual,living,,FALSE,,
,,,,,sbg,,,,,seget,,,,,,,,individual,living,,FALSE,,
,,,,,sbh,,,,,sori-harengan,,,,,,,,individual,living,,FALSE,,
,,,,,sbi,,,,,seti,,,,,,,,individual,living,,FALSE,,
,,,,,sbj,,,,,surbakhal,,,,,,,,individual,living,,FALSE,,
,,,,,sbk,,,,,safwa,,,,,,,,individual,living,,FALSE,,
,,,,,sbl,,,,,botolan sambal,,,,,,,,individual,living,,FALSE,,
,,,,,sbm,,,,,sagala,,,,,,,,individual,living,,FALSE,,
,,,,,sbn,,,,,sindhi bhil,,,,,,,,individual,living,,FALSE,,
,,,,,sbo,,,,,sabüm,,,,,,,,individual,living,,FALSE,,
,,,,,sbp,,,,,sangu (tanzania),,,,,,,,individual,living,,FALSE,,
,,,,,sbq,,,,,sileibi,,,,,,,,individual,living,,FALSE,,
,,,,,sbr,,,,,sembakung murut,,,,,,,,individual,living,,FALSE,,
,,,,,sbs,,,,,subiya,,,субия,,,,,individual,living,,FALSE,,
,,,,,sbt,,,,,kimki,,,,,,,,individual,living,,FALSE,,
,,,,,sbu,,,,,stod bhoti,,,,,,,,individual,living,,FALSE,,
,,,,,sbv,,,,,sabine,,,сабинский,,,萨比尼语,,individual,ancient,,FALSE,,
,,,,,sbw,,,,,simba,,,,,,,,individual,living,,FALSE,,
,,,,,sbx,,,,,seberuang,,,,,,,,individual,living,,FALSE,,
,,,,,sby,,,,,soli,,,,,,,,individual,living,,FALSE,,
,,,,,sbz,,,,,sara kaba,,,,,,,,individual,living,,FALSE,,
,,,,,sca,,,,,sansu,,,,,,,,individual,living,,TRUE,,
,,,,,scb,,,,,chut,,,,,,,,individual,living,,FALSE,,
,,,,,sce,,,,,dongxiang,,,,,,东乡语,,individual,living,,FALSE,,
,,,,,scf,,,,,san miguel creole french,,,,,,,,individual,living,,FALSE,,
,,,,,scg,,,,,sanggau,,,,,,,,individual,living,,FALSE,,
,,,,,sch,,,,,"sakachep, sakechep",,,,,,,,individual,living,,FALSE,,
,,,,,sci,,,,,sri lankan creole malay,,,,,,斯里兰卡克里奥尔马来语,,individual,living,,FALSE,,
,,,,,sck,,,,,sadri,,,,,,萨德里语,,individual,living,,FALSE,,
,,,,,scl,,,,,shina,,,,shina,,希纳语,,individual,living,,FALSE,,
,,,,,scp,,,,,helambu sherpa,,,,,,,,individual,living,,FALSE,,
,,,,,scq,,,,,sa'och,,,,,,,,individual,living,,FALSE,,
,,,,,scs,,,,sahtú got’ine,north slavey,,,,,,,den,individual,living,,FALSE,,
,,,,,scu,,,,,shumcho,,,,,,,,individual,living,,FALSE,,
,,,,,scv,,,,,sheni,,,,,,,,individual,living,,FALSE,,
,,,,,scw,,,,,sha,,,,,,,,individual,living,,FALSE,,
,,,,,scx,,,,,sicel,,,,,,西库尔语,,individual,ancient,,FALSE,,
,,,,,sda,,,,,toraja-sa'dan,,,,,,,,individual,living,,FALSE,,
,,,,,sdb,,,,,shabak,,,,,,,,individual,living,,FALSE,,
,,,,,sdc,,,,sassaresu,sassarese sardinian,,,,,,萨丁尼亚-萨萨里语,srd,individual,living,,FALSE,,
,,,,,sde,,,,,surubu,,,,,,,,individual,living,,FALSE,,
,,,,,sdf,,,,,sarli,,,,,,,,individual,living,,FALSE,,
,,,,,sdg,,,,,savi,,,,,,,,individual,living,,FALSE,,
,,,,,sdh,,,,,southern kurdish,,,,,,南库尔德语,kur,individual,living,,FALSE,,
,,,,,sdj,,,,,suundi,,,,,,,,individual,living,,FALSE,,
,,,,,sdk,,,,,sos kundi,,,,,,,,individual,living,,FALSE,,
,,,,,sdl,,,,,saudi arabian sign language,,,,,,沙特阿拉伯手语,,individual,living,,FALSE,,
,,,,,sdm,,,,,semandang,,,,,,,,individual,living,,FALSE,,
,,,,,sdn,,,,,gallurese sardinian,,,,,,萨丁尼亚-加卢拉语,srd,individual,living,,FALSE,,
,,,,,sdo,,,,,"bukar-sadung bidayuh, bukar sadong",,,,,,,,individual,living,,FALSE,,
,,,,,sdp,,,,,sherdukpen,,,,,,,,individual,living,,FALSE,,
,,,,,sdr,,,,,oraon sadri,,,,,,奥隆-萨德里语,,individual,living,,FALSE,,
,,,,,sds,,,,,sened,,,,,,,,individual,extinct,,FALSE,,
,,,,,sdt,,,,,shuadit,,,,,,苏阿迪特语,,individual,extinct,,FALSE,,
,,,,,sdu,,,,,sarudu,,,,,,,,individual,living,,FALSE,,
,,,,,sdx,,,,,"sibu melanau, sibu",,,,,,,,individual,living,,FALSE,,
,,,,,sdz,,,,,sallands,,,,,,,,individual,living,,FALSE,,
,,,,,sea,,,,,semai,,,,,,,,individual,living,,FALSE,,
,,,,,seb,,,,,shempire senoufo,,,,,,,,individual,living,,FALSE,,
,,,,,sec,,,,shashishalhem,sechelt,,,,,,,,individual,living,,FALSE,,
,,,,,sed,,,,,sedang,,,,,,,,individual,living,,FALSE,,
,,,,,see,,,,onõtowáka,seneca,seneca,,,seneca,,,,individual,living,,FALSE,,
,,,,,sef,,,,,cebaara senoufo,,,,,,,,individual,living,,FALSE,,
,,,,,seg,,,,,segeju,,,,,,,,individual,living,,FALSE,,
,,,,,seh,,,,,sena,,,,,,,,individual,living,,FALSE,,
,,,,,sei,,,,cmiique iitom,seri,,,,seri,,,,individual,living,,FALSE,,
,,,,,sej,,,,,sene,,,,,,,,individual,living,,FALSE,,
,,,,,sek,,,,tsek’ehne,sekani,sekani,,,,,,,individual,living,,FALSE,,
,,,,,sen,,,,,nanerigé sénoufo,,,,,,,,individual,living,,FALSE,,
,,,,,seo,,,,,suarmin,,,,,,,,individual,living,,FALSE,,
,,,,,sep,,,,,sìcìté sénoufo,,,,,,,,individual,living,,FALSE,,
,,,,,seq,,,,,senara sénoufo,,,,,,,,individual,living,,FALSE,,
,,,,,ser,,,,,serrano,,,,serrano,,,,individual,living,,FALSE,,
,,,,,ses,,,,,koyraboro senni songhai,,,,,,,,individual,living,,FALSE,,
,,,,,set,,,,,sentani,,,,,,,,individual,living,,FALSE,,
,,,,,seu,,,,,serui-laut,,,,,,,,individual,living,,FALSE,,
,,,,,sev,,,,,nyarafolo senoufo,,,,,,,,individual,living,,FALSE,,
,,,,,sew,,,,,sewa bay,,,,,,,,individual,living,,FALSE,,
,,,,,sey,,,,,secoya,,,,secoya,,,,individual,living,,FALSE,,
,,,,,sez,,,,,senthang chin,,,,,,,,individual,living,,FALSE,,
,,,,,sfb,,,,,"langue des signes de belgique francophone, french belgian sign language",,,,,,,,individual,living,,FALSE,,
,,,,,sfe,,,,,eastern subanen,,,,,,,,individual,living,,FALSE,,
,,,,,sfm,,,,,small flowery miao,,,,,,小花苗语,hmn,individual,living,,FALSE,,
,,,,,sfs,,,,,south african sign language,,,,,,南非手语,,individual,living,,FALSE,,
,,,,,sfw,,,,,sehwi,,,,,,,,individual,living,,FALSE,,
,,,,,sgb,,,,,"mag-antsi ayta, mag-anchi ayta",,,,,,,,individual,living,,FALSE,,
,,,,,sgc,,,,,kipsigis,,,,,,,kln,individual,living,,FALSE,,
,,,,,sgd,,,,,surigaonon,,,,,,,,individual,living,,FALSE,,
,,,,,sge,,,,,segai,,,,,,,,individual,living,,FALSE,,
,,,,,sgg,,,,,swiss-german sign language,,schweizer zeichensprache,,,,瑞士德语区手语,,individual,living,,FALSE,,
,,,,,sgh,,,,,shughni,,,,,,,,individual,living,,FALSE,,
,,,,,sgi,,,,,suga,,,,,,,,individual,living,,FALSE,,
,,,,,sgj,,,,,surgujia,,,,,,,,individual,living,,FALSE,,
,,,,,sgk,,,,,sangkong,,,,,,桑孔语,,individual,living,,FALSE,,
,,,,,sgl,,,,,sanglechi-ishkashimi,,,,,,,,individual,living,,TRUE,,
,,,,,sgm,,,,,singa,,,,,,,,individual,extinct,,FALSE,,
,,,,,sgo,,,,,songa,,,,,,,,individual,living,,FALSE,,
,,,,,sgp,,,,,singpho,jinghpo,,,,,,,individual,living,,FALSE,,
,,,,,sgr,,,,,sangisari,,,,,,,,individual,living,,FALSE,,
,,,,,sgs,,bat-smg,,žemaitėška,samogitian,,,,,,,,individual,living,,FALSE,,
,,,,,sgt,,,,,brokpake,,,,,,,,individual,living,,FALSE,,
,,,,,sgu,,,,,salas,,,,,,,,individual,living,,FALSE,,
,,,,,sgw,,,,,sebat bet gurage,,,,,,,,individual,living,,FALSE,,
,,,,,sgx,,,,,sierra leone sign language,,,,,,塞拉利昂手语,,individual,living,,FALSE,,
,,,,,sgy,,,,,sanglechi,,,,,,,,individual,living,,FALSE,,
,,,,,sgz,,,,,sursurunga,,,,,,,,individual,living,,FALSE,,
,,,,,sha,,,,,shall-zwall,,,,,,,,individual,living,,FALSE,,
,,,,,shb,,,,,ninam,,,,,,,,individual,living,,FALSE,,
,,,,,shc,,,,,sonde,,,,,,,,individual,living,,FALSE,,
,,,,,shd,,,,,kundal shahi,,,,,,,,individual,living,,FALSE,,
,,,,,she,,,,,sheko,,,,,,,,individual,living,,FALSE,,
,,,,,shg,,,,,shua,,,,,,,,individual,living,,FALSE,,
,,,,,shh,,,,sosoni',shoshoni,,,,,,,,individual,living,,FALSE,,
,,,,,shi,,,,تشلحيت,tachelhit,chleuh,,,,,,,individual,living,,FALSE,,
,,,,,shj,,,,,shatt,,,,,,,,individual,living,,FALSE,,
,,,,,shk,,,,,shilluk,shiluk,,,,,,,individual,living,,FALSE,,
,,,,,shl,,,,,shendu,,,,,,,,individual,living,,FALSE,,
,,,,,shm,,,,,shahrudi,,,,,,,,individual,living,,FALSE,,
,,,,,sho,,,,,shanga,,,,,,,,individual,living,,FALSE,,
,,,,,shp,,,,,shipibo-conibo,,,,shipibo-conibo,,,,individual,living,,FALSE,,
,,,,,shq,,,,,sala,,,,,,,,individual,living,,FALSE,,
,,,,,shr,,,,,shi,,,ши,,,,,individual,living,,FALSE,,
,,,,,shs,,,,secwepemctsin,shuswap,,,,,,,,individual,living,,FALSE,,
,,,,,sht,,,,,shasta,,,,shasta,,,,individual,extinct,,FALSE,,
,,,,,shu,,,,,"chadian arabic, arabic (chadian)",,arabisch (chad),,,,,ara,individual,living,arabic,FALSE,,
,,,,,shv,,,,,shehri,,,,,,,,individual,living,,FALSE,,
,,,,,shw,,,,,shwai,,,,,,,,individual,living,,FALSE,,
,,,,,shx,,,,,she,,,,,,畲语,,individual,living,,FALSE,,
,,,,,shy,,,,tachawit,tachawit,chaoui,,,,,沙维亚语,,individual,living,,FALSE,,
,,,,,shz,,,,,syenara senoufo,,,,,,,,individual,living,,FALSE,,
,,,,,sia,,,,,akkala sami,,,аккала,,,,,individual,extinct,,FALSE,,
,,,,,sib,,,,,"sebop, sebob kenyah",,,,,,,,individual,living,,FALSE,,
,,,,,sic,,,,,malinguat,,,,,,,,individual,living,,TRUE,,
,,,,,sie,,,,,simaa,,,,,,,,individual,living,,FALSE,,
,,,,,sif,,,,,siamou,,,,,,,,individual,living,,FALSE,,
,,,,,sig,,,,,paasaal,,,,,,,,individual,living,,FALSE,,
,,,,,sih,,,,,"zire, sîshëë",,,,,,,,individual,living,,FALSE,,
,,,,,sii,,,,,shom peng,,,,,,,,individual,living,,FALSE,,
,,,,,sij,,,,,numbami,,numbami,нумбами,,,,,individual,living,,FALSE,,
,,,,,sik,,,,,sikiana,,,,sikiana,,,,individual,living,,FALSE,,
,,,,,sil,,,,,tumulung sisaala,,,,,,,,individual,living,,FALSE,,
,,,,,sim,,,,,mende (papua new guinea),,,,,,,,individual,living,,FALSE,,
,,,,,sip,,,,,sikkimese,,,,,,,,individual,living,,FALSE,,
,,,,,siq,,,,,sonia,,,,,,,,individual,living,,FALSE,,
,,,,,sir,,,,,siri,,,,,,,,individual,living,,FALSE,,
,,,,,sis,,,,,siuslaw,,,,,,,,individual,extinct,,FALSE,,
,,,,,siu,,,,,sinagen,,,,,,,,individual,living,,FALSE,,
,,,,,siv,,,,,sumariup,,,,,,,,individual,living,,FALSE,,
,,,,,siw,,,,,siwai,,,,,,,,individual,living,,FALSE,,
,,,,,six,,,,,sumau,,,,,,,,individual,living,,FALSE,,
,,,,,siy,,,,,sivandi,,,,,,,,individual,living,,FALSE,,
,,,,,siz,,,,,siwi,,,,,,,,individual,living,,FALSE,,
,,,,,sja,,,,,epena,,,,,,,,individual,living,,FALSE,,
,,,,,sjb,,,,,sajau basap,,,,,,,,individual,living,,FALSE,,
,,,,,sjd,,,,самь,kildin sami,,,кильдинский,,,基尔丁-萨米语,,individual,living,,FALSE,,
,,,,,sje,,,,,pite sami,,,пите-саамский,,,皮特-萨米语,,individual,living,,FALSE,,
,,,,,sjg,,,,,assangori,,,,,,,,individual,living,,FALSE,,
,,,,,sjk,,,,,kemi sami,,,кеми-саамский,,,凯米-萨米语,,individual,extinct,,FALSE,,
,,,,,sjl,,,,,"sajalong, miji",,,,,,,,individual,living,,FALSE,,
,,,,,sjm,,,,,mapun,,,,,,,,individual,living,,FALSE,,
,,,,,sjn,,,,,sindarin,,sindarin,синдарин,,,辛达林,,individual,constructed,,FALSE,,
,,,,,sjo,,,,,xibe,,,,,,锡伯语,,individual,living,,FALSE,,
,,,,,sjp,,,,,"surjapuri, surajpuri",,,,,,素拉杰普尔语,,individual,living,,FALSE,,
,,,,,sjr,,,,,siar-lak,,,,,,,,individual,living,,FALSE,,
,,,,,sjs,,,,,senhaja de srair,,,,,,,,individual,extinct,,FALSE,,
,,,,,sjt,,,,,ter sami,,,терско-саамский,,,,,individual,living,,FALSE,,
,,,,,sju,,,,,ume sami,,,уме-саамский,,,,,individual,living,,FALSE,,
,,,,,sjw,,,,shaawanwaʼ,shawnee,shawnee,,,shawnee,,,,individual,living,,FALSE,,
,,,,,ska,,,,,skagit,,,,,,,,individual,living,,FALSE,,
,,,,,skb,,,,,saek,,,,,,石语,,individual,living,,FALSE,,
,,,,,skc,,,,,"ma manda, sauk",,,,sauk,,,,individual,living,,FALSE,,
,,,,,skd,,,,,southern sierra miwok,,,,,,,,individual,living,,FALSE,,
,,,,,ske,,,,,seke (vanuatu),,,,,,,,individual,living,,FALSE,,
,,,,,skf,,,,,sakirabiá,,,,sakirabiá,,,,individual,living,,FALSE,,
,,,,,skg,,,,,"sakalava malagasy, malagasy (sakalava)",,,,,,,mlg,individual,living,,FALSE,,
,,,,,skh,,,,,sikule,,,,,,,,individual,living,,FALSE,,
,,,,,ski,,,,,sika,,sika,,,,,,individual,living,,FALSE,,
,,,,,skj,,,,,seke (nepal),,,,,,,,individual,living,,FALSE,,
,,,,,skk,,,,,sok,,,,,,,,individual,living,,FALSE,,
,,,,,skm,,,,,"kutong, sakam",,,,,,,,individual,living,,FALSE,,
,,,,,skn,,,,,kolibugan subanon,,,,,,,,individual,living,,FALSE,,
,,,,,sko,,,,,seko tengah,,,,,,,,individual,living,,FALSE,,
,,,,,skp,,,,,sekapan,,,,,,,,individual,living,,FALSE,,
,,,,,skq,,,,,sininkere,,,,,,,,individual,living,,FALSE,,
,,,,,skr,,,,,"saraiki, seraiki",,,,,,西莱基语,lah,individual,living,,FALSE,,
,,,,,sks,,,,,maia,,,,,,,,individual,living,,FALSE,,
,,,,,skt,,,,,sakata,,,,,,,,individual,living,,FALSE,,
,,,,,sku,,,,,sakao,,,,,,,,individual,living,,FALSE,,
,,,,,skv,,,,,skou,,,,,,,,individual,living,,FALSE,,
